RowNumber,CustomerId,CreditScore,GeographyID,GenderID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ
285,15708608.0,799,1,2,22,3,174185.98,2,0,1,192633.85,0,2019-11-05 00:00:00
286,15626144.0,675,1,1,40,6,113208.86,2,1,0,34577.36,0,2017-01-08 00:00:00
287,15573112.0,602,2,1,29,5,103907.28,1,1,0,161229.84,0,2018-03-16 00:00:00
288,15790678.0,475,1,2,32,5,119023.28,1,1,0,100816.29,0,2018-02-14 00:00:00
289,15727556.0,744,2,2,26,6,166297.89,1,1,1,181694.44,0,2016-09-23 00:00:00
290,15697307.0,588,2,1,34,5,0.0,2,1,0,79078.91,0,2018-06-04 00:00:00
291,15652266.0,703,3,1,42,6,63227.0,1,0,1,137316.32,0,2017-07-16 00:00:00
292,15607098.0,747,2,2,41,4,94521.17,2,1,0,194926.86,0,2019-06-14 00:00:00
293,15655774.0,583,1,1,27,5,0.0,2,1,0,51285.49,0,2017-11-11 00:00:00
294,15590241.0,750,2,2,34,3,112822.26,1,0,0,150401.53,1,2019-12-12 00:00:00
295,15785819.0,681,1,1,38,5,0.0,2,1,1,112491.96,0,2018-09-18 00:00:00
296,15723654.0,773,1,1,25,5,135903.33,1,1,0,73656.38,0,2018-06-15 00:00:00
297,15774510.0,714,1,2,31,4,125169.26,1,1,1,106636.89,0,2019-03-20 00:00:00
298,15684173.0,687,2,2,44,7,0.0,3,1,0,155853.52,1,2016-01-18 00:00:00
299,15650068.0,511,1,1,58,7,149117.31,1,1,1,162599.51,0,2016-09-12 00:00:00
300,15811490.0,627,1,1,33,5,0.0,2,1,1,103737.82,0,2017-12-10 00:00:00
301,15803976.0,694,1,2,31,6,0.0,2,1,0,160990.27,0,2016-12-27 00:00:00
302,15682541.0,616,2,2,36,5,132311.71,1,0,0,15462.84,0,2018-04-28 00:00:00
303,15695699.0,687,1,1,35,5,0.0,2,1,0,10334.05,0,2017-11-24 00:00:00
304,15624188.0,712,1,2,33,7,0.0,2,1,1,190686.16,0,2016-06-25 00:00:00
305,15812191.0,553,1,1,33,4,118082.89,1,0,0,94440.45,0,2019-09-08 00:00:00
306,15636673.0,667,1,1,31,4,119266.69,1,1,1,28257.63,0,2018-11-21 00:00:00
307,15594898.0,731,1,1,43,4,0.0,1,1,1,170034.95,1,2019-02-28 00:00:00
308,15660211.0,629,3,1,35,5,156847.29,2,1,0,31824.29,0,2018-04-05 00:00:00
309,15773972.0,614,1,1,50,7,137104.47,1,1,0,127166.49,1,2016-09-13 00:00:00
310,15746726.0,438,3,1,31,3,78398.69,1,1,0,44937.01,0,2019-09-26 00:00:00
311,15712287.0,652,1,2,80,6,0.0,2,1,1,188603.07,0,2016-10-15 00:00:00
312,15702919.0,729,3,1,30,5,63669.42,1,1,0,145111.37,0,2018-05-31 00:00:00
313,15674398.0,642,1,1,38,5,0.0,2,0,0,171463.83,0,2017-10-31 00:00:00
314,15797960.0,806,3,2,59,4,135296.33,1,1,0,182822.5,0,2019-07-03 00:00:00
315,15631868.0,744,2,1,36,5,153804.44,1,1,1,87213.33,0,2018-04-10 00:00:00
316,15581539.0,474,2,1,37,5,0.0,2,0,0,57175.32,0,2018-06-14 00:00:00
317,15662736.0,559,1,1,49,4,147069.78,1,1,0,120540.83,1,2019-09-21 00:00:00
318,15666252.0,706,2,1,42,5,0.0,2,1,1,28714.34,0,2018-03-25 00:00:00
319,15677512.0,628,2,2,22,4,0.0,1,1,0,85426.28,0,2019-06-29 00:00:00
320,15626114.0,429,1,1,24,4,95741.75,1,1,0,46170.75,0,2019-07-18 00:00:00
321,15810834.0,525,2,2,57,4,145965.33,1,1,1,64448.36,0,2019-09-06 00:00:00
322,15678910.0,680,1,2,30,7,141441.75,1,1,1,16278.97,0,2016-03-24 00:00:00
323,15694408.0,749,1,1,40,5,139290.41,1,1,0,182855.42,1,2018-07-06 00:00:00
324,15585215.0,763,1,2,31,5,0.0,2,0,0,50404.72,0,2018-04-29 00:00:00
325,15682757.0,734,1,1,30,5,0.0,2,1,0,107640.25,0,2018-02-06 00:00:00
326,15736601.0,716,1,1,35,6,144428.87,1,1,0,134132.65,0,2017-02-13 00:00:00
327,15601848.0,594,1,1,35,5,0.0,2,1,0,103480.69,0,2018-05-30 00:00:00
328,15736008.0,644,1,2,46,6,95441.27,1,1,0,108761.05,1,2017-05-03 00:00:00
329,15669064.0,671,3,1,35,5,144848.74,1,1,1,179012.3,0,2018-07-02 00:00:00
330,15624528.0,664,3,1,26,5,116244.14,2,1,1,95145.14,0,2017-12-24 00:00:00
331,15598493.0,656,1,1,50,4,0.0,2,0,1,72143.44,0,2018-12-01 00:00:00
332,15601274.0,667,2,2,40,6,146502.07,1,1,0,19162.89,0,2016-12-08 00:00:00
333,15702669.0,663,3,1,44,3,117028.6,2,0,1,144680.18,0,2019-11-22 00:00:00
334,15728669.0,584,3,2,30,5,112013.81,1,1,0,177772.03,1,2017-09-23 00:00:00
335,15742668.0,626,2,2,37,7,108269.37,1,1,0,5597.94,0,2016-02-15 00:00:00
336,15697441.0,485,1,1,29,5,182123.79,1,1,0,116828.51,1,2017-11-25 00:00:00
337,15740476.0,659,3,2,32,6,150923.74,2,0,1,174652.51,0,2017-03-20 00:00:00
338,15648064.0,649,1,1,33,3,0.0,2,1,0,2010.98,0,2019-11-22 00:00:00
339,15636624.0,805,2,2,39,4,165272.13,1,1,0,14109.85,1,2019-02-21 00:00:00
340,15807923.0,716,3,2,39,3,115301.31,1,1,0,43527.4,1,2019-12-02 00:00:00
341,15745844.0,642,3,2,40,7,129502.49,2,0,1,86099.23,1,2016-07-02 00:00:00
342,15786170.0,659,1,1,31,6,118342.26,1,0,0,161574.19,0,2017-03-04 00:00:00
343,15681081.0,545,2,2,47,4,0.0,2,1,1,38970.14,0,2018-11-27 00:00:00
344,15684484.0,543,1,1,22,6,0.0,2,0,0,127587.22,0,2016-11-30 00:00:00
345,15785869.0,718,1,2,25,6,0.0,2,1,0,30380.12,0,2017-06-27 00:00:00
346,15763859.0,840,1,2,43,6,0.0,2,1,0,90908.95,0,2017-08-12 00:00:00
347,15658935.0,630,3,2,34,7,106937.05,2,1,0,138275.01,0,2016-04-12 00:00:00
348,15747358.0,643,3,1,59,7,170331.37,1,1,1,32171.79,0,2016-06-21 00:00:00
349,15735203.0,654,3,2,32,4,114510.85,1,1,1,126143.23,0,2019-06-19 00:00:00
350,15576256.0,582,1,1,39,7,0.0,2,1,1,129892.93,0,2016-05-16 00:00:00
351,15659420.0,659,2,1,32,5,107594.11,2,1,1,102416.84,0,2017-11-07 00:00:00
352,15593365.0,762,2,1,39,7,81273.13,1,1,1,18719.67,0,2016-01-01 00:00:00
353,15777352.0,568,2,2,32,7,169399.6,1,1,0,61936.22,0,2016-08-29 00:00:00
354,15812007.0,670,2,1,25,3,0.0,2,1,1,78358.94,0,2019-12-18 00:00:00
355,15625461.0,613,1,2,45,7,187841.99,2,1,1,147224.27,0,2016-08-15 00:00:00
356,15739438.0,539,1,1,30,5,0.0,2,1,0,160979.66,0,2018-04-09 00:00:00
357,15611759.0,850,2,2,57,3,126776.3,2,1,1,132298.49,0,2019-12-12 00:00:00
358,15661629.0,522,2,1,34,4,126436.29,1,1,0,174248.52,1,2018-11-19 00:00:00
359,15633950.0,737,1,1,41,5,101960.74,1,1,1,123547.28,0,2017-12-30 00:00:00
360,15592386.0,520,1,1,58,4,0.0,2,0,1,32790.02,0,2019-09-07 00:00:00
361,15803716.0,706,2,1,28,7,0.0,2,0,1,181543.67,0,2016-03-21 00:00:00
362,15696674.0,643,3,2,45,6,150842.93,1,0,1,2319.96,1,2017-04-18 00:00:00
363,15706365.0,648,1,2,50,4,102535.57,1,1,1,189543.19,0,2019-07-19 00:00:00
364,15745088.0,443,3,2,29,6,99027.61,2,1,0,10940.4,0,2017-01-09 00:00:00
365,15676715.0,640,1,1,68,7,0.0,2,1,1,199493.38,0,2016-04-02 00:00:00
366,15613085.0,628,2,2,33,3,0.0,1,1,1,188193.25,0,2019-09-28 00:00:00
367,15633537.0,540,3,2,42,6,87271.41,2,1,0,172572.64,0,2017-03-31 00:00:00
368,15594720.0,460,3,2,35,3,102742.91,2,1,1,189339.6,0,2019-12-06 00:00:00
369,15684042.0,636,3,1,34,5,40105.51,2,0,1,53512.16,0,2017-09-28 00:00:00
370,15583303.0,593,1,2,29,3,152265.43,1,1,0,34004.44,0,2019-11-16 00:00:00
371,15611579.0,801,2,1,42,4,141947.67,1,1,1,10598.29,0,2019-08-01 00:00:00
372,15774696.0,640,3,2,75,3,106307.91,2,0,1,113428.77,0,2019-12-24 00:00:00
373,15694506.0,611,3,1,31,5,107884.81,2,1,1,183487.98,0,2018-09-05 00:00:00
374,15688074.0,802,3,1,31,7,125013.72,1,1,1,187658.09,0,2016-03-19 00:00:00
375,15759537.0,717,3,1,35,4,58469.37,2,1,1,172459.39,0,2019-09-03 00:00:00
376,15758449.0,769,1,2,39,7,0.0,1,0,1,21016.0,0,2016-08-07 00:00:00
377,15583456.0,745,3,1,45,5,117231.63,3,1,1,122381.02,1,2018-09-20 00:00:00
378,15667871.0,572,2,1,35,5,152390.26,1,1,0,128123.66,0,2018-02-11 00:00:00
379,15677371.0,629,2,2,30,4,34013.63,1,1,0,19570.63,0,2018-12-01 00:00:00
380,15629677.0,687,2,2,39,4,0.0,3,0,0,188150.6,1,2019-01-27 00:00:00
381,15713578.0,483,1,2,50,7,0.0,2,1,1,111020.24,0,2016-03-31 00:00:00
382,15591509.0,690,1,1,36,6,101583.11,2,1,0,123775.15,0,2017-06-12 00:00:00
383,15568240.0,492,3,2,30,4,77168.87,2,0,1,146700.22,0,2019-05-26 00:00:00
384,15622993.0,709,3,1,28,5,124695.72,2,1,0,145251.35,0,2018-04-17 00:00:00
385,15689294.0,705,3,1,44,6,105934.96,1,1,0,82463.69,0,2017-03-11 00:00:00
386,15720910.0,560,1,2,66,4,0.0,1,1,1,15928.49,0,2019-08-27 00:00:00
387,15721181.0,611,2,1,46,6,0.0,2,1,0,45886.33,0,2016-11-29 00:00:00
388,15776433.0,730,2,1,62,6,0.0,2,1,1,186489.95,0,2017-05-21 00:00:00
389,15748936.0,709,2,2,45,4,0.0,2,0,1,162922.65,0,2018-11-23 00:00:00
390,15717225.0,544,1,2,21,4,161525.96,2,1,0,9262.77,0,2018-12-30 00:00:00
391,15685226.0,712,3,2,29,3,147199.07,1,1,1,84932.4,0,2019-10-11 00:00:00
392,15785611.0,752,3,1,38,5,183102.29,1,1,1,71557.12,0,2018-06-18 00:00:00
393,15573456.0,648,2,1,46,5,127209.0,2,1,0,77405.95,1,2017-09-28 00:00:00
394,15684548.0,556,2,1,38,4,0.0,2,0,0,417.41,1,2018-12-20 00:00:00
395,15620505.0,594,2,2,24,7,97378.54,1,1,1,71405.17,0,2016-06-01 00:00:00
396,15807432.0,645,3,2,37,6,136925.09,2,0,1,153400.24,0,2016-12-10 00:00:00
397,15584766.0,557,1,1,33,4,54503.55,1,1,1,371.05,0,2018-12-01 00:00:00
398,15612187.0,547,3,1,32,5,155726.85,1,1,0,67789.99,0,2017-12-04 00:00:00
399,15762218.0,701,1,2,39,6,0.0,2,0,1,145894.9,0,2016-12-23 00:00:00
400,15646372.0,616,1,2,66,4,135842.41,1,1,0,183840.51,1,2018-11-06 00:00:00
401,15690452.0,605,1,1,52,6,63349.75,1,1,0,108887.44,0,2017-07-09 00:00:00
402,15747795.0,593,3,2,38,6,129499.42,1,1,1,154071.27,0,2017-09-01 00:00:00
403,15781589.0,751,2,1,52,4,0.0,2,0,1,179291.85,0,2019-06-08 00:00:00
404,15732674.0,443,2,1,36,4,70438.01,2,0,1,56937.43,0,2018-12-10 00:00:00
405,15642291.0,685,1,1,23,4,0.0,2,1,1,112239.03,0,2018-10-18 00:00:00
406,15692761.0,718,1,1,36,7,0.0,1,1,0,45909.87,0,2016-08-13 00:00:00
407,15578045.0,538,2,2,49,5,141434.04,1,0,0,173779.25,1,2018-09-06 00:00:00
408,15745354.0,611,2,2,37,6,0.0,2,1,0,125696.26,0,2017-07-31 00:00:00
409,15701376.0,668,3,1,37,7,152958.29,2,1,1,159585.61,0,2016-08-09 00:00:00
410,15691625.0,537,3,2,41,3,138306.34,1,1,0,106761.47,0,2019-12-13 00:00:00
411,15566594.0,709,2,1,23,5,0.0,2,0,0,129590.18,0,2018-04-12 00:00:00
412,15760431.0,850,1,1,38,6,0.0,2,1,1,80006.65,0,2017-09-08 00:00:00
413,15686302.0,745,2,2,31,6,124328.84,1,1,1,140451.52,0,2017-03-23 00:00:00
414,15801559.0,693,3,2,41,6,181461.48,3,1,1,187929.43,1,2017-03-28 00:00:00
415,15810432.0,795,2,1,35,4,0.0,2,1,0,167155.36,0,2018-11-04 00:00:00
416,15809616.0,626,2,1,26,4,0.0,2,0,0,191420.71,0,2019-07-04 00:00:00
417,15720559.0,487,3,2,61,4,110368.03,1,0,0,11384.45,1,2018-11-03 00:00:00
418,15695632.0,556,1,2,39,6,89588.35,1,1,1,94898.1,0,2016-11-10 00:00:00
419,15659843.0,643,1,2,46,6,0.0,2,0,0,106781.59,0,2016-12-15 00:00:00
420,15615624.0,605,1,2,28,4,0.0,2,0,0,159508.52,0,2019-09-16 00:00:00
421,15810418.0,756,3,2,60,3,115924.89,1,1,0,93524.19,1,2019-12-03 00:00:00
422,15716186.0,586,1,2,38,7,0.0,2,1,0,87168.46,0,2016-04-17 00:00:00
423,15674551.0,535,3,1,40,7,111756.5,1,1,0,8128.32,1,2016-03-21 00:00:00
424,15622834.0,678,1,2,35,3,0.0,1,1,0,125518.32,0,2019-09-24 00:00:00
425,15566111.0,596,1,1,39,7,0.0,1,1,0,48963.59,0,2016-01-26 00:00:00
426,15784597.0,648,1,1,26,5,162923.85,1,1,0,98368.24,0,2018-09-17 00:00:00
427,15652883.0,492,3,1,39,6,124576.65,2,1,0,148584.61,0,2017-09-19 00:00:00
428,15806964.0,702,1,1,45,4,80793.58,1,1,1,27474.81,0,2018-12-11 00:00:00
429,15576313.0,486,3,2,40,5,71340.09,1,1,0,76192.21,0,2017-12-24 00:00:00
430,15806467.0,568,3,1,40,6,99282.63,1,0,0,134600.94,1,2016-11-24 00:00:00
431,15597602.0,619,3,1,57,7,137946.39,1,1,1,72467.99,1,2016-04-08 00:00:00
432,15743040.0,724,3,1,41,4,127892.57,2,0,1,199645.45,0,2019-03-08 00:00:00
433,15705521.0,548,3,2,33,5,101084.36,1,1,0,42749.85,0,2018-05-25 00:00:00
434,15595039.0,545,3,2,37,3,114754.08,1,1,0,136050.44,1,2019-12-04 00:00:00
435,15799384.0,683,1,1,33,4,0.0,1,0,0,73564.44,0,2019-05-04 00:00:00
436,15581197.0,762,1,2,51,5,99286.98,1,0,1,85578.63,0,2017-09-30 00:00:00
437,15693737.0,627,3,2,30,4,79871.02,2,1,0,129826.89,0,2019-06-30 00:00:00
438,15624623.0,516,1,1,35,4,104088.59,2,0,0,119666.0,0,2018-10-21 00:00:00
439,15783501.0,800,1,2,38,5,168190.33,2,1,0,68052.08,0,2018-08-27 00:00:00
440,15690134.0,464,3,2,42,3,85679.25,1,1,1,164104.74,0,2019-11-25 00:00:00
441,15782735.0,626,1,2,35,5,0.0,1,0,0,80190.36,0,2018-08-01 00:00:00
442,15611088.0,790,1,2,31,5,0.0,2,1,0,84126.75,0,2017-11-06 00:00:00
443,15672145.0,534,1,2,34,6,121551.58,2,1,1,70179.0,0,2017-06-12 00:00:00
444,15732628.0,745,1,1,46,5,122220.19,1,1,1,118024.1,0,2018-08-04 00:00:00
445,15787470.0,553,2,1,47,5,116528.15,1,0,0,145704.19,1,2017-10-30 00:00:00
446,15803406.0,748,1,2,26,4,77780.29,1,0,1,183049.41,0,2018-12-17 00:00:00
447,15730460.0,722,1,1,37,6,0.0,1,0,0,120906.83,0,2016-11-25 00:00:00
448,15644572.0,501,1,1,40,5,125832.2,1,1,1,100433.83,0,2018-08-28 00:00:00
449,15694860.0,675,1,2,38,5,68065.8,1,0,0,138777.0,1,2017-11-13 00:00:00
450,15658169.0,778,2,2,47,7,127299.34,2,1,0,124694.99,0,2016-07-27 00:00:00
451,15794396.0,494,3,2,38,4,174937.64,1,1,0,40084.32,0,2019-04-01 00:00:00
452,15785798.0,850,1,1,40,6,0.0,2,0,1,119232.33,0,2017-05-02 00:00:00
453,15710825.0,592,2,1,31,6,110071.1,1,0,0,43921.36,0,2017-01-15 00:00:00
454,15668444.0,590,2,2,44,4,139432.37,1,1,0,62222.81,0,2018-11-17 00:00:00
455,15726631.0,758,1,2,39,6,127357.76,1,0,1,56577.0,0,2016-12-20 00:00:00
456,15733797.0,506,1,1,36,5,0.0,2,1,0,164253.35,0,2018-01-23 00:00:00
457,15747960.0,733,1,1,33,5,0.0,1,1,1,7666.73,0,2018-09-06 00:00:00
458,15634632.0,711,1,1,38,5,0.0,2,1,0,68487.51,0,2018-06-14 00:00:00
459,15707362.0,514,3,1,43,7,95556.31,1,0,1,199273.98,1,2016-08-30 00:00:00
460,15662976.0,637,2,1,37,3,0.0,1,1,1,186062.36,0,2019-12-02 00:00:00
461,15732778.0,468,3,1,29,5,111681.98,2,1,1,195711.16,0,2018-05-08 00:00:00
462,15718443.0,539,1,1,39,6,0.0,2,1,0,36692.17,0,2017-08-07 00:00:00
463,15670039.0,509,2,2,25,3,108738.71,2,1,0,106920.57,0,2019-12-12 00:00:00
464,15773792.0,662,1,2,32,3,133950.37,1,1,1,48725.68,1,2019-12-31 00:00:00
465,15613786.0,818,2,1,26,4,0.0,2,1,1,167036.94,0,2018-10-03 00:00:00
466,15726032.0,608,1,1,33,4,89968.69,1,1,0,68777.26,0,2019-07-04 00:00:00
467,15663252.0,850,2,2,32,4,0.0,2,1,1,18924.92,0,2019-08-25 00:00:00
468,15593782.0,816,3,2,38,3,130878.75,3,1,0,71905.77,1,2019-12-25 00:00:00
469,15633283.0,536,1,1,35,5,0.0,2,1,0,64833.28,0,2017-12-08 00:00:00
470,15749167.0,753,1,1,35,5,0.0,2,1,1,184843.77,0,2018-09-08 00:00:00
471,15759298.0,631,2,1,27,5,134169.62,1,1,1,176730.02,0,2017-11-18 00:00:00
472,15683625.0,703,1,1,37,6,149762.08,1,1,0,20629.4,1,2017-08-28 00:00:00
473,15635367.0,774,1,1,26,6,93844.69,1,1,0,28415.36,0,2016-12-02 00:00:00
474,15681705.0,785,1,1,28,6,0.0,2,1,0,77231.27,0,2017-01-03 00:00:00
475,15603156.0,571,1,2,33,7,0.0,2,1,0,102750.7,0,2016-06-11 00:00:00
476,15591986.0,621,3,1,46,6,141078.37,1,0,0,34580.8,1,2017-09-18 00:00:00
477,15798888.0,605,3,2,31,6,117992.59,1,1,1,183598.77,0,2017-06-09 00:00:00
478,15809722.0,611,1,2,40,7,100812.33,2,1,0,147358.27,0,2016-07-24 00:00:00
479,15677538.0,569,1,1,38,6,0.0,1,1,1,108469.2,0,2017-08-12 00:00:00
480,15797736.0,658,1,1,29,5,80262.6,1,1,1,20612.82,0,2018-06-01 00:00:00
481,15695585.0,788,2,1,34,3,156478.62,1,0,1,181196.76,0,2019-11-29 00:00:00
482,15744398.0,525,1,2,23,3,0.0,2,1,0,160249.1,0,2019-12-04 00:00:00
483,15750658.0,798,1,1,37,6,0.0,3,0,0,110783.28,0,2016-11-05 00:00:00
484,15578186.0,486,3,1,37,3,115217.99,2,1,0,144995.33,0,2019-11-28 00:00:00
485,15676519.0,615,2,1,61,7,0.0,2,1,0,150227.85,1,2016-09-14 00:00:00
486,15637954.0,730,1,2,35,3,155470.55,1,1,1,53718.28,0,2019-11-05 00:00:00
487,15758639.0,641,1,1,37,3,0.0,2,1,0,75248.3,0,2019-12-19 00:00:00
488,15613772.0,542,1,1,39,6,135096.77,1,1,1,14353.43,1,2017-06-30 00:00:00
489,15731744.0,692,1,1,30,5,0.0,2,0,1,130486.57,0,2018-03-17 00:00:00
490,15807709.0,714,3,2,55,4,180075.22,1,1,1,100127.71,0,2018-12-12 00:00:00
491,15714689.0,591,2,1,29,7,97541.24,1,1,1,196356.17,0,2016-09-15 00:00:00
492,15699005.0,710,1,2,41,5,156067.05,1,1,1,9983.88,0,2018-07-26 00:00:00
493,15624170.0,639,1,2,38,4,81550.94,2,0,1,118974.77,0,2019-02-13 00:00:00
494,15725679.0,531,1,2,47,6,0.0,1,0,0,194998.34,1,2017-03-26 00:00:00
495,15585865.0,673,1,2,38,4,170061.92,2,0,0,134901.34,1,2018-12-20 00:00:00
496,15804256.0,765,3,1,36,6,92310.54,2,1,1,72924.56,0,2017-09-04 00:00:00
497,15662403.0,622,1,2,32,4,169089.38,2,1,0,101057.95,0,2019-03-13 00:00:00
498,15733616.0,806,1,1,40,3,80613.93,1,1,1,142838.64,0,2019-11-07 00:00:00
499,15591995.0,757,3,1,26,5,121581.56,2,1,1,127059.04,0,2018-01-09 00:00:00
500,15677020.0,570,1,2,58,5,0.0,1,0,1,116503.92,1,2017-10-18 00:00:00
501,15727688.0,555,2,1,32,4,0.0,2,1,1,54405.79,0,2018-10-03 00:00:00
502,15715941.0,692,1,1,54,4,0.0,2,1,1,88721.84,0,2018-11-09 00:00:00
503,15714485.0,774,1,1,60,6,85891.55,1,1,0,74135.48,1,2017-04-20 00:00:00
504,15730059.0,638,2,1,44,6,77637.35,2,1,1,111346.22,0,2016-12-31 00:00:00
505,15715527.0,543,2,2,41,6,0.0,1,0,0,194902.16,0,2017-05-08 00:00:00
506,15576623.0,584,1,1,31,5,0.0,2,1,0,31474.27,0,2017-09-24 00:00:00
507,15805565.0,691,3,1,30,6,116927.89,1,1,0,21198.39,0,2016-11-07 00:00:00
508,15677307.0,684,3,2,40,4,137326.65,1,1,0,186976.6,0,2018-11-24 00:00:00
509,15773890.0,733,1,1,22,4,0.0,2,1,1,117202.19,0,2019-09-17 00:00:00
510,15598883.0,599,2,2,37,3,0.0,2,1,1,143739.29,0,2019-12-28 00:00:00
511,15568506.0,524,3,2,31,5,67238.98,2,1,1,161811.23,0,2018-04-14 00:00:00
512,15761043.0,632,3,2,38,4,86569.76,2,1,0,98090.91,0,2019-03-14 00:00:00
513,15782236.0,735,2,1,34,4,0.0,2,0,0,71095.41,0,2019-05-06 00:00:00
514,15593601.0,734,1,1,34,3,133598.4,1,1,1,13107.24,0,2019-09-26 00:00:00
515,15682048.0,605,1,2,51,3,136188.78,1,1,1,67110.59,1,2019-11-16 00:00:00
516,15746902.0,793,2,1,38,6,0.0,2,1,0,88225.02,0,2017-08-28 00:00:00
517,15752081.0,468,1,2,56,4,0.0,3,0,1,62256.87,1,2019-06-23 00:00:00
518,15781307.0,779,3,1,37,6,120092.52,2,1,0,135925.72,0,2017-03-18 00:00:00
519,15775912.0,698,1,1,48,4,101238.24,2,0,1,177815.87,1,2018-10-07 00:00:00
520,15745417.0,707,1,1,58,4,89685.92,1,0,1,126471.13,0,2019-05-17 00:00:00
521,15671256.0,850,1,2,35,6,211774.31,1,1,0,188574.12,1,2017-07-27 00:00:00
522,15653547.0,850,1,1,56,4,131317.48,1,1,1,119175.45,0,2019-01-04 00:00:00
523,15595766.0,527,2,1,37,6,93722.73,2,1,1,139093.73,0,2017-09-19 00:00:00
524,15742358.0,696,3,1,32,7,101160.99,1,1,1,115916.55,0,2016-08-02 00:00:00
525,15763274.0,661,1,1,48,7,120320.54,1,0,0,96463.25,0,2016-06-14 00:00:00
526,15786063.0,776,1,2,31,6,0.0,2,1,1,112349.51,0,2016-12-03 00:00:00
527,15600258.0,701,1,1,43,3,0.0,2,1,1,165303.79,0,2019-10-24 00:00:00
528,15573318.0,610,1,1,26,4,0.0,2,1,0,166031.08,0,2019-04-23 00:00:00
529,15653849.0,572,3,2,48,7,152827.99,1,1,0,38411.79,1,2016-06-14 00:00:00
530,15694272.0,673,1,1,30,3,64097.75,1,1,1,77783.35,0,2019-12-06 00:00:00
531,15736112.0,519,2,2,57,3,119035.35,2,1,1,29871.79,0,2019-10-15 00:00:00
532,15749851.0,702,2,2,26,5,135219.57,1,0,1,59747.63,0,2018-06-16 00:00:00
533,15663478.0,729,1,1,32,4,93694.42,1,1,1,79919.13,0,2018-12-31 00:00:00
534,15592300.0,543,2,1,35,5,59408.63,1,1,0,76773.53,0,2018-03-17 00:00:00
535,15567832.0,550,1,2,40,4,114354.95,1,1,0,54018.93,0,2018-12-06 00:00:00
536,15776780.0,608,1,1,59,4,0.0,1,1,0,70649.64,1,2018-09-23 00:00:00
537,15592846.0,639,3,1,35,4,128173.9,2,1,0,59093.39,0,2018-12-20 00:00:00
538,15739803.0,686,2,1,34,3,0.0,2,1,0,127569.8,0,2019-11-21 00:00:00
539,15794142.0,564,3,2,62,6,114931.35,3,0,1,18260.98,1,2017-06-19 00:00:00
540,15762729.0,745,3,2,28,5,111071.36,1,1,0,73275.96,1,2017-11-14 00:00:00
541,15667896.0,833,1,1,37,5,151226.18,2,1,1,136129.49,0,2017-09-27 00:00:00
542,15626578.0,622,1,1,26,5,0.0,2,1,1,153237.59,0,2017-12-22 00:00:00
543,15776223.0,597,1,2,42,4,64740.12,1,1,1,106841.12,0,2019-02-20 00:00:00
544,15705953.0,721,2,1,51,4,169312.13,1,1,0,109078.35,1,2019-05-15 00:00:00
545,15802593.0,504,1,2,49,5,0.0,3,0,1,87822.14,1,2017-10-14 00:00:00
546,15615457.0,842,2,2,44,3,112652.08,2,1,0,126644.98,0,2019-11-11 00:00:00
547,15708916.0,587,1,1,38,3,0.0,2,1,0,47414.15,0,2019-12-06 00:00:00
548,15720187.0,479,3,2,30,7,143964.36,2,1,0,41879.99,0,2016-08-25 00:00:00
549,15595440.0,508,1,1,49,6,122451.46,2,1,1,75808.1,0,2016-11-15 00:00:00
550,15600651.0,749,1,1,24,3,0.0,3,1,1,47911.03,0,2019-12-13 00:00:00
551,15750141.0,721,3,2,36,4,65253.07,2,1,0,28737.78,0,2019-09-19 00:00:00
552,15657284.0,674,3,1,47,4,106901.94,1,1,1,2079.2,1,2019-03-17 00:00:00
553,15763063.0,685,2,2,25,4,128509.63,1,1,0,121562.33,0,2019-04-15 00:00:00
554,15709324.0,417,1,1,34,4,0.0,2,1,0,55003.79,0,2019-06-30 00:00:00
555,15711309.0,574,3,1,33,4,129834.67,1,1,0,193131.42,0,2019-08-19 00:00:00
556,15775318.0,590,2,2,51,4,154962.99,3,0,1,191932.27,1,2019-01-11 00:00:00
557,15705515.0,587,3,1,40,6,138241.9,2,1,0,159418.1,0,2017-09-04 00:00:00
558,15634844.0,598,3,1,41,6,91536.93,1,1,0,191468.78,1,2017-04-11 00:00:00
559,15717046.0,741,2,1,53,4,0.0,2,1,1,38913.68,0,2019-02-28 00:00:00
560,15571816.0,850,2,2,70,4,0.0,1,1,1,705.18,0,2018-12-11 00:00:00
561,15670080.0,584,3,2,29,7,105204.01,1,0,1,138490.03,0,2016-04-02 00:00:00
562,15800440.0,650,2,1,61,4,152968.73,1,0,1,82970.69,0,2019-02-28 00:00:00
563,15665678.0,607,2,1,36,5,158261.68,1,1,1,76744.72,0,2017-09-26 00:00:00
564,15665956.0,509,1,2,46,5,0.0,1,1,0,71244.59,1,2018-09-09 00:00:00
565,15788126.0,689,2,2,38,4,121021.05,1,1,1,12182.15,0,2019-01-24 00:00:00
566,15811773.0,543,1,1,36,7,0.0,2,1,1,141210.5,0,2016-09-19 00:00:00
567,15651674.0,438,2,2,54,5,0.0,1,0,0,191763.07,1,2018-09-22 00:00:00
568,15689614.0,687,2,2,63,6,137715.66,1,1,1,37938.74,0,2016-12-04 00:00:00
569,15795564.0,737,3,1,31,5,121192.22,2,1,1,74890.58,0,2017-11-19 00:00:00
570,15706647.0,761,1,1,31,5,0.0,3,1,1,166698.18,0,2017-12-28 00:00:00
